"","SRR29185159","SRR29185160","SRR29185161","SRR29185162"
"FBgn0044020",828,696,563,682
"FBti0061207",9,9,14,10
"FBgn0266859",0,0,2,0
"FBgn0034144",17,0,0,0
"FBgn0034109",621,646,637,645
"FBti0019891",0,0,0,1
"FBgn0034005",16,5,8,2
"FBgn0033206",1047,1211,1396,1322
"FBgn0034971",1801,2208,2209,2237
"FBti0061939",0,0,0,0
"FBgn0263030",0,0,0,0
"RR49857_transposable_element",1,1,1,0
"FBgn0083004",17,26,16,18
"FBgn0016684",87,106,63,45
"FBgn0034356",335,312,55,158
"FBgn0083046",1,1,0,1
"FBgn0040666",571,609,633,601
"FBgn0034071",1628,2273,2757,2262
"FBti0059788",0,0,0,0
"FBgn0050326",0,0,0,0
"FBgn0034998",2,0,1,0
"FBgn0086022",0,0,0,0
"FBti0060892",0,0,0,0
"FBti0060502",1,1,4,3
"FBti0019951",0,0,0,0
"FBti0018970",2,1,0,0
"FBti0062472",0,0,0,0
"FBgn0010220",804,1077,1164,1118
"FBgn0267655",0,3,0,0
"FBti0018888",0,0,0,0
"FBgn0050011",0,1,1,2
"FBgn0033558",19,20,119,62
"FBti0060522",0,0,0,0
"FBgn0034803",462,518,514,439
"FBgn0058068",0,0,0,1
"FBgn0085400",1932,2983,1620,1981
"FBti0063705",0,0,0,0
"FBgn0050271",9,23,26,13
"FBgn0053503",0,0,0,0
"FBti0063226",0,0,0,0
"FBti0061110",0,1,0,0
"FBti0061900",0,0,0,0
"FBgn0264599",0,0,0,0
"FBgn0011878",0,0,0,0
"FBgn0265846",3,5,4,1
"FBgn0033226",987,1125,1256,1069
"FBgn0086358",2342,2917,3444,3006
"FBti0018912",0,0,0,0
"FBgn0033810",824,777,647,688
"FBgn0004581",31,41,46,62
"FBgn0050428",228,319,277,230
"FBgn0261267",0,0,0,1
"FBgn0050154",31,40,58,76
"FBgn0020908",2,3,2,3
"FBgn0034796",872,1144,937,1003
"FBti0063089",0,0,0,0
"FBgn0033633",11,8,5,15
"FBgn0033257",16,30,41,37
"FBgn0015614",879,1017,1317,1291
"FBgn0034053",2,1,4,5
"FBgn0003396",682,967,1420,1127
"FBti0061688",0,0,0,0
"FBgn0034911",95,120,636,213
"FBgn0028424",19,10,96,40
"FBgn0265193",321,367,438,393
"FBgn0050503",0,0,0,0
"FBgn0034570",1208,2028,2197,1959
"FBgn0266846",3,1,6,2
"FBgn0040007",11767,9064,5929,6190
"FBgn0264541",0,0,0,0
"FBti0062377",0,4,1,1
"FBgn0033873",9,7,15,6
"FBti0019883",0,0,0,0
"FBti0061657",0,0,0,0
"FBgn0266487",0,0,0,0
"FBgn0034532",11,25,17,28
"FBgn0053373",0,0,0,0
"FBgn0033194",3236,4127,4755,3776
"FBti0059686",0,0,0,0
"FBgn0050073",0,0,0,0
"FBti0063185",0,0,0,0
"FBgn0033888",11,7,12,6
"FBgn0013771",43,12,400,192
"FBgn0063388",0,0,0,0
"FBgn0034201",2,0,0,0
"FBgn0034514",0,0,0,0
"FBti0062506",3,0,0,0
"FBti0060099",0,0,0,0
"FBti0063982",0,0,0,0
"FBti0061163",0,0,0,0
"FBgn0039979",0,0,0,0
"FBgn0033867",1,2,0,1
"FBti0063050",0,0,0,0
"FBgn0259937",6298,6795,10062,8663
"FBgn0050234",0,0,0,0
"FBgn0050479",0,1,0,0
"FBti0062538",0,0,0,0
"FBti0060828",4,1,8,4
"FBgn0040091",390,371,333,363
"FBti0063157",0,0,0,0
"FBgn0045483",0,0,0,0
"FBgn0015543",78,117,72,69
"FBtr0309585_df_nrg",0,0,0,0
"FBgn0034418",3295,3876,2879,3021
"FBgn0085219",0,0,1,0
"FBgn0264506",0,0,1,0
"FBti0062405",0,0,0,0
"FBgn0264496",4,7,2,5
"FBti0059993",0,2,0,0
"FBgn0027525",2846,3115,3508,3189
"FBgn0050010",123,94,182,169
"FBti0061124",0,0,1,1
"FBgn0035085",358,388,302,319
"FBgn0002570",1,0,0,1
"FBgn0025693",269,296,212,245
"FBgn0033921",40,44,45,35
"FBgn0033850",72,58,18,30
"FBgn0050120",0,0,0,0
"FBgn0083951",0,4,0,3
"FBgn0034446",2,5,9,2
"FBgn0034552",8,8,18,12
"FBti0060057",0,0,0,0
"FBgn0033987",4073,5306,5362,5526
"FBgn0286006",0,0,0,0
"FBgn0263558",0,0,0,0
"FBgn0034495",499,544,544,502
"FBgn0011674",782,1021,1176,1104
"FBgn0082943",2,0,1,3
"FBti0060525",0,0,0,1
"FBgn0263397",866,1377,3339,1875
"FBgn0010358",0,0,0,0
"FBgn0011867",0,0,0,0
"RR48331_transposable_element",5,6,3,3
"FBgn0040849",11,12,12,10
"FBgn0033650",0,0,0,0
"FBgn0034182",176,157,129,135
"FBti0060905",0,0,1,0
"FBtr0304377_df_nrg",0,0,0,0
"FBgn0010504",307,293,311,330
"FBti0063834",0,0,0,0
"FBgn0261387",2076,2594,2665,2659
"FBgn0260437",0,0,0,0
"FBgn0040737",0,0,0,0
"FBti0061071",0,0,0,0
"FBti0061227",9,14,7,7
"FBgn0004921",7448,9341,16212,13083
"FBgn0028983",724,805,836,724
"FBti0061125",0,0,0,0
"FBti0059741",0,0,0,0
"FBgn0033916",1260,1797,1466,1357
"FBgn0266763",1,0,3,1
"FBgn0085223",0,3,1,0
"FBgn0034567",609,789,1075,782
"FBgn0040775",0,2,0,0
"FBgn0265762",2,0,5,3
"FBgn0265498",0,0,2,1
"FBgn0033368",346,475,1672,858
"FBgn0034860",63,104,234,150
"FBgn0265500",5,2,2,8
"FBti0062365",0,0,0,1
"FBgn0034986",494,542,617,583
"FBti0060632",2,5,2,2
"FBgn0265143",0,0,0,1
"FBgn0033897",3277,4136,4205,3857
"FBgn0050122",12336,16176,13735,13993
"FBgn0050493",550,595,691,568
"FBgn0027548",4022,5361,4607,4690
"FBgn0085232",0,0,0,0
"FBgn0263487",3,2,2,5
"FBgn0033580",18,9,89,51
"FBgn0033437",299,289,661,470
"FBti0063744",0,2,0,1
"FBgn0265313",1,3,7,3
"RR48369_transposable_element",0,2,0,1
"FBgn0034961",806,935,850,784
"FBti0060971",1,0,1,5
"FBgn0034473",4,4,3,3
"FBgn0050082",6,5,10,9
"FBgn0004360",655,697,495,558
"FBgn0034833",2,1,0,0
"FBgn0053369",0,0,0,0
"FBtr0309587_df_nrg",0,0,0,0
"FBgn0085250",5,12,2,1
"FBgn0033101",568,506,930,804
"FBgn0034643",2591,3026,2821,2764
"FBgn0033100",652,596,595,572
"FBti0062339",0,0,0,0
"FBgn0085414",1428,2259,2929,1910
"FBgn0033834",6,2,1,1
"FBtr0309744_df_nrg",0,0,0,0
"FBgn0259711",67,97,111,100
"FBgn0050281",2,3,1,4
"FBti0063232",17,30,31,34
"FBti0061296",0,0,0,0
"FBgn0034700",0,0,0,0
"FBgn0033690",311,375,359,330
"FBgn0025827",1,0,0,0
"FBgn0034278",2,0,0,0
"FBgn0261397",844,1260,1272,1182
"FBgn0050472",0,0,0,0
"FBtr0472706_df_nrg",0,0,0,0
"FBgn0034933",387,539,641,594
"FBgn0266671",1149,1407,1055,1046
"FBgn0267733",241,248,301,291
"FBti0062490",1,0,0,1
"FBti0060638",0,0,0,0
"FBti0059872",0,0,0,0
"FBgn0034617",463,504,598,577
"FBti0060543",0,0,0,0
"FBgn0053437",0,0,0,0
"FBti0018978",2,0,0,0
"FBti0060157",0,0,0,0
"FBgn0034458",3,0,0,0
"FBti0061808",3,6,7,6
"FBgn0263999",2,5,6,1
"FBgn0053535",0,0,0,0
"FBgn0000562",990,1111,1497,1465
"FBgn0267823",458,533,563,520
"FBgn0033027",0,0,0,0
"FBti0060538",0,0,0,0
"FBti0063016",0,0,1,0
"FBtr0472807_df_nrg",0,0,0,0
"FBgn0033589",12,24,4,39
"FBgn0034913",1338,1567,1365,1485
"FBgn0000044",966,758,4444,3386
"FBti0064077",0,0,0,0
"FBgn0050280",1,1,0,0
"FBgn0260475",22,17,22,23
"FBti0063168",4,0,0,0
"FBgn0033400",1133,1236,1273,1168
"FBgn0264560",1931,2681,2482,2367
"FBti0060523",0,0,0,0
"FBgn0083941",0,0,0,0
"FBgn0034498",1244,1759,1818,1647
"FBgn0002567",172,279,181,168
"FBti0061422",0,6,6,1
"FBgn0034931",0,0,0,0
"FBgn0265306",0,0,0,0
"FBgn0034063",1033,1304,1138,1154
"FBgn0250842",0,0,1,0
"FBgn0003008",520,597,480,474
"FBgn0260499",1102,1667,2311,1346
"FBti0060420",0,0,0,0
"FBgn0266377",752,1050,2166,1542
"FBgn0033863",2,0,0,1
"FBgn0028744",1908,2308,2982,2646
"FBgn0063385",2,5,3,1
"FBtr0472722_df_nrg",0,0,0,0
"FBgn0033756",33,20,32,41
"FBgn0022027",820,922,779,783
"FBgn0034012",309,316,649,370
"FBgn0266811",0,0,0,0
"FBgn0034073",552,652,915,842
"FBtr0304517_df_nrg",0,0,0,0
"FBgn0050340",18,11,16,12
"FBti0061202",0,0,0,0
"FBgn0001091",20762,18633,49980,32784
"FBti0018983",0,0,0,0
"FBgn0015872",69,61,270,163
"FBgn0050272",1,2,1,1
"FBti0060550",0,0,0,0
"RR00128_transposable_element",0,0,0,0
"FBgn0034430",1318,1528,1269,1562
"FBgn0034361",710,678,689,676
"FBti0061693",2,1,5,1
"FBti0062378",0,0,0,0
"FBti0064138",0,0,0,0
"FBgn0261293",0,0,0,0
"FBgn0086532",0,0,0,0
"FBgn0028560",0,3,2,0
"FBgn0266817",0,0,0,0
"FBti0059729",0,0,0,0
"FBti0061094",0,1,4,2
"FBgn0034158",876,1033,1700,1391
"FBgn0086656",2454,2714,2874,2997
"FBgn0028836",3240,3694,2713,2846
"FBgn0265839",0,0,0,0
"FBgn0022224",327,287,218,268
"FBgn0033616",561,647,663,662
"FBgn0033728",0,0,0,1
"FBgn0086030",0,0,0,0
"FBgn0004132",1684,1869,1311,1460
"FBgn0029501",3,0,0,0
"FBti0062343",0,0,0,0
"FBgn0028740",11,11,22,17
"FBgn0028743",374,568,801,574
"FBgn0050471",6,8,4,9
"FBgn0265061",2,5,1,1
"FBgn0033353",20,19,60,35
"FBgn0053374",0,0,0,0
"FBgn0035068",0,0,0,0
"FBgn0263481",0,0,0,1
"FBgn0263377",0,0,0,0
"FBgn0034788",882,1134,1217,1110
"FBti0061256",2,10,11,6
"FBgn0033640",5,3,4,0
"FBgn0053988",1181,1868,3435,1990
"FBgn0261807",0,0,0,3
"FBgn0035025",454,590,620,666
"FBgn0022985",1959,2532,3673,3074
"FBgn0033942",97,187,26,131
"FBgn0020620",1298,1761,1862,1964
"FBgn0005624",2455,3596,2822,3036
"FBgn0046294",22,0,1,0
"FBgn0262410",0,0,0,0
"FBgn0265434",9854,13873,14361,13825
"FBgn0034493",28,40,43,39
"FBgn0002552",1193,1421,1320,1393
"FBgn0041706",586,725,728,689
"FBti0061517",0,0,0,0
"FBgn0033762",1163,1364,1605,1362
"FBgn0010342",5819,6993,6015,7094
"FBgn0262838",0,0,0,1
"FBgn0034050",508,529,480,451
"FBgn0285952",16464,16774,20334,21681
"FBgn0265307",0,0,0,0
"FBti0061402",1,1,0,0
"FBgn0015040",0,0,0,0
"RR48329_transposable_element",2,0,3,0
"FBti0063026",0,0,0,0
"FBgn0053544",21,18,31,23
"FBgn0061356",23,12,20,20
"FBti0063862",0,1,0,0
"FBgn0053140",2,0,2,1
"FBgn0259745",2089,3393,2962,2684
"FBti0019035",0,0,0,0
"FBti0059790",0,0,0,0
"FBtr0309597_df_nrg",0,0,0,0
"FBti0062397",0,1,0,0
"FBgn0034391",17,45,66,47
"FBgn0265837",0,1,0,0
"FBgn0033848",0,0,0,0
"FBgn0027356",551,683,1147,933
"FBgn0266433",1,0,0,3
"FBgn0050062",5,8,6,7
"FBgn0263981",7,3,2,2
"FBti0019896",0,0,0,0
"FBgn0050083",1,0,0,0
"FBti0060411",0,0,0,2
"FBgn0050377",96,129,55,89
"FBgn0034377",0,0,0,0
"FBgn0034082",6,2,0,0
"FBgn0266111",748,1047,1066,1010
"FBtr0304246_df_nrg",0,0,0,0
"FBgn0086029",0,0,0,0
"FBti0063684",3,1,2,2
"FBgn0026401",2017,2837,3055,2573
"FBgn0262414",0,0,0,0
"FBgn0033042",1,0,1,0
"FBgn0041174",189,229,234,219
"FBgn0003701",831,1164,1315,1247
"FBgn0034481",2,8,4,5
"FBti0061426",0,0,0,0
"FBgn0034159",0,41,4,3
"FBgn0033210",1339,1473,1165,1265
"FBgn0034629",83,75,102,109
"FBgn0262307",2,0,1,1
"FBgn0265858",0,0,0,0
"FBgn0264339",399,593,1023,583
"FBgn0262370",16,17,11,14
"FBgn0265644",0,0,0,0
"FBgn0284083",0,0,0,0
"FBgn0016762",607,625,640,507
"FBti0062291",0,0,0,0
"FBgn0053012",0,0,5,4
"FBgn0034321",9,7,8,6
"FBgn0033195",160,217,254,219
"FBgn0016078",694,779,1185,1006
"FBgn0263980",919,1330,2676,1510
"FBti0062371",0,0,0,0
"FBgn0266009",0,0,0,0
"FBti0061069",0,0,0,0
"FBgn0085253",0,0,0,0
"FBti0018933",0,0,0,0
"FBgn0034500",332,430,395,387
"FBti0062564",0,0,0,0
"FBgn0034364",0,0,0,0
"FBti0018898",0,0,0,0
"FBgn0265577",4,7,5,3
"FBgn0033723",2,0,0,0
"FBgn0053627",0,0,0,0
"FBgn0040513",0,0,0,0
"FBgn0034530",105,127,186,156
"FBti0060120",1,0,0,0
"FBti0060509",0,0,1,0
"FBgn0034828",0,1,5,30
"FBtr0472751_df_nrg",0,0,0,0
"FBgn0026385",0,0,3,0
"FBgn0025692",0,0,0,0
"FBgn0262882",0,0,0,0
"FBgn0015001",0,3,3,0
"FBgn0045063",747,1077,1136,1151
"FBti0061484",0,0,0,0
"FBti0060637",4,10,9,1
"FBgn0266623",0,0,0,0
"FBgn0266041",3,4,11,0
"FBgn0050093",0,0,0,0
"FBgn0003731",1545,2150,2055,2250
"FBgn0050159",1915,1985,2549,2290
"FBti0062615",0,0,0,0
"FBgn0264271",0,0,1,0
"FBti0018926",0,1,0,0
"FBgn0265184",80,119,110,96
"FBgn0053792",2,0,2,2
"FBgn0034808",74,123,146,129
"FBgn0001285",0,2,0,0
"FBgn0050005",223,256,327,262
"FBgn0050430",5,0,1,1
"FBti0018918",1,1,0,0
"FBgn0033184",1015,972,979,856
"FBti0060622",4,6,3,2
"FBti0061233",0,0,0,0
"FBgn0033943",53,46,259,107
"FBti0063708",0,0,0,0
"FBti0060079",0,0,0,0
"FBgn0040777",5197,6245,7966,6389
"FBti0060767",0,0,0,0
"FBgn0265659",0,0,0,0
"FBgn0041241",21,14,16,18
"FBgn0050198",0,0,0,0
"FBgn0033639",1414,1790,1524,1439
"FBti0061435",0,0,0,0
"FBti0059760",0,0,0,0
"FBgn0040763",25,47,25,38
"FBti0060532",0,0,0,0
"FBgn0050211",0,0,0,0
"FBgn0061188",0,0,0,0
"FBgn0050125",3,8,5,5
"FBti0063096",0,0,0,0
"FBgn0286784",22798,27202,21913,22732
"FBgn0050096",113,136,105,127
"FBgn0033520",3,6,0,12
"FBgn0266766",5,3,1,2
"FBti0063030",0,0,0,0
"FBgn0050355",3,6,9,4
"FBgn0264962",4460,5960,5113,5127
"FBgn0033884",1378,1663,1568,1454
"FBgn0265853",55,65,52,26
"FBgn0050447",1,0,0,0
"FBti0019926",0,0,0,0
"FBti0062340",0,0,0,0
"FBgn0034484",0,0,3,0
"FBgn0028683",662,667,635,657
"FBgn0003687",962,989,916,889
"FBgn0085222",8,18,17,25
"FBgn0259219",16,11,33,34
"FBtr0304340_df_nrg",0,0,0,0
"FBgn0261698",650,846,1243,785
"FBgn0027619",1489,1766,2433,2394
"FBgn0050325",0,0,0,0
"FBgn0033766",2399,3095,2960,2887
"FBgn0053632",6,6,4,5
"FBgn0040729",0,0,2,0
"FBgn0015754",4429,5659,6094,5746
"FBti0019967",1,7,4,0
"FBgn0033174",139,134,306,181
"FBgn0086023",0,0,0,0
"FBgn0262402",0,0,0,0
"FBgn0034644",1968,2997,3291,2684
"FBti0062589",0,2,2,4
"FBgn0050464",0,0,0,0
"FBgn0053359",0,0,0,0
"FBgn0053476",0,0,0,0
"FBti0060634",0,2,2,1
"FBgn0260436",0,0,0,0
"FBgn0035008",5,1,2,0
"FBti0018916",3,0,0,0
"FBgn0260934",5861,8408,9235,8258
"FBgn0033085",198,159,206,197
"FBti0060769",0,0,0,0
"FBgn0265104",27,19,18,29
"FBti0060798",0,0,0,0
"FBgn0003401",202,190,423,325
"FBgn0263707",0,0,0,0
"FBgn0050268",1,0,0,0
"FBgn0034029",1069,1184,1023,991
"FBti0060151",7,2,0,1
"FBgn0033278",0,0,0,0
"FBgn0034665",1,0,0,0
"FBgn0265341",1,0,1,0
"FBgn0034351",749,833,905,822
"FBgn0266439",0,0,0,0
"FBgn0000577",223,231,315,317
"FBgn0010435",329,487,543,575
"FBti0060886",0,1,0,0
"FBgn0015801",231,384,373,283
"FBgn0033778",0,0,0,0
"FBgn0266432",1,0,0,0
"FBti0061486",0,0,0,1
"FBgn0265642",0,0,0,0
"FBgn0050080",0,0,0,0
"FBti0061455",0,0,0,0
"FBgn0259737",4,1,1,1
"FBgn0050383",39,93,116,132
"FBgn0011935",0,1,0,0
"FBgn0053438",0,0,0,0
"FBgn0004362",41406,42004,46444,53231
"FBtr0472708_df_nrg",0,0,0,0
"FBgn0265665",4,18,12,15
"FBti0019278",1,0,0,0
"FBgn0265844",0,0,0,0
"FBgn0085235",0,1,1,0
"FBgn0010241",0,2,0,8
"FBti0062323",0,0,0,0
"FBgn0050087",0,0,0,0
"FBgn0022740",0,2,1,3
"FBgn0040502",1,0,3,1
"FBgn0032997",835,1094,1042,1013
"FBgn0025360",1370,1663,2602,2510
"FBgn0003612",5130,6234,6252,6318
"FBti0060362",0,0,0,0
"FBgn0029082",1240,2150,1218,1475
"FBgn0033427",632,757,683,600
"FBgn0053395",0,0,0,0
"FBgn0010551",7360,7438,8968,8336
"FBgn0034935",1145,1140,2102,1249
"FBgn0040674",0,0,1,0
"FBgn0260222",0,0,0,0
"FBgn0265838",17,22,7,11
"FBti0059791",0,0,0,0
"FBgn0033468",355,419,452,438
"FBgn0085240",0,0,0,0
"FBgn0034187",0,4,3,1
"FBgn0033955",0,3,3,0
"FBgn0264909",0,0,0,0
"FBgn0041581",44,22,17,34
"FBgn0265658",1,0,0,0
"FBgn0004435",1115,1453,1703,1382
"FBgn0034599",656,716,540,488
"FBti0063133",0,0,1,0
"FBti0063144",0,0,1,2
"FBgn0262840",10,5,7,5
"FBti0063853",0,0,0,0
"FBgn0265631",0,0,1,0
"FBgn0050089",1469,1842,3080,2131
"FBti0019039",0,0,0,0
"FBgn0034354",1126,1145,1004,1107
"FBgn0015477",3427,4536,3793,3757
"FBti0059832",0,0,0,0
"FBgn0034475",2,0,9,1
"FBgn0265594",0,2,0,1
"FBgn0010423",68,34,229,115
"FBti0064059",0,0,0,0
"FBti0063257",10,16,16,16
"FBgn0033339",2845,3814,3094,2921
"FBgn0266644",0,0,0,0
"FBgn0033459",112,120,147,136
"FBgn0033820",8,40,10,9
"FBti0060515",1,0,0,0
"FBgn0266008",0,0,0,0
"FBti0062469",0,0,0,0
"FBgn0026378",887,964,1026,945
"FBgn0034128",5976,5530,3087,3394
"FBgn0015602",1837,2098,2550,2632
"FBti0060277",0,0,0,0
"FBti0061619",0,0,0,0
"FBti0063201",0,0,0,0
"FBgn0053435",0,0,0,0
"FBgn0034490",14,13,20,17
"FBgn0033924",904,980,1606,1215
"FBgn0034627",206,260,225,243
"FBgn0265174",365,434,572,462
"FBgn0033667",7,21,9,13
"FBti0062331",0,0,0,0
"FBti0061445",0,0,0,0
"FBgn0011236",582,667,1053,1030
"FBti0063176",0,0,0,0
"FBgn0024188",1267,1415,1692,1619
"FBgn0033602",1,13,0,10
"FBgn0265099",5,4,7,5
"FBgn0010590",5480,5340,4555,5018
"FBgn0033769",318,313,342,346
"FBtr0304457_df_nrg",0,0,0,0
"FBgn0050440",141,178,80,135
"FBgn0033902",8730,9320,7978,7627
"FBgn0053448",0,0,0,0
"FBgn0050401",7,14,16,5
"FBti0060552",0,0,0,0
"FBgn0004896",1195,1522,729,957
"FBgn0001325",152,239,494,359
"FBgn0003382",1,4,8,4
"FBgn0285892",547,805,921,803
"FBgn0034837",6,7,9,3
"FBti0059827",0,0,0,0
"FBgn0034683",3,1,4,1
"FBti0063156",0,1,4,2
"FBgn0265855",0,0,0,0
"FBti0060512",0,0,0,0
"FBgn0263240",762,941,903,1025
"FBgn0065047",5,3,6,2
"FBgn0263046",0,0,0,0
"FBgn0260223",0,0,0,0
"FBgn0287464",0,0,0,0
"FBgn0034920",48,33,119,78
"FBgn0014184",10451,12122,16567,16318
"FBti0063757",2,1,0,1
"FBgn0034398",3888,3831,4766,4241
"FBti0061805",0,1,1,2
"FBgn0043534",0,0,0,0
"FBgn0033165",0,0,0,2
"FBti0018915",0,0,0,0
"FBgn0034179",347,380,741,652
"FBgn0033615",606,661,758,739
"FBtr0472808_df_nrg",0,0,0,0
"FBgn0262169",1126,1405,1055,1294
"FBti0060260",0,0,0,0
"FBgn0034403",352,356,615,661
"FBgn0053454",0,0,0,0
"FBti0019029",0,0,0,1
"FBgn0053554",2831,4164,4010,3730
"FBti0060870",0,0,0,0
"FBgn0011286",649,818,1223,811
"FBgn0034172",542,674,548,596
"FBgn0033960",2300,2451,1870,1837
"FBgn0034565",8,25,19,27
"FBti0061346",0,0,0,0
"FBgn0050290",0,0,0,0
"FBgn0062961",2,5,3,1
"FBgn0028473",16499,17437,17724,15263
"FBgn0034553",164,110,222,189
"FBti0062325",0,0,0,0
"FBti0060347",0,0,0,0
"FBgn0034975",3365,4439,4194,3986
"FBgn0286007",0,0,0,0
"FBgn0261269",294,350,421,478
"FBgn0033737",1784,1859,1749,1713
"FBtr0445449_df_nrg",0,0,0,0
"FBgn0033821",2,1,1,0
"FBgn0264880",0,0,0,0
"FBgn0265529",0,0,0,0
"FBgn0034973",0,0,1,2
"FBgn0001263",99,121,94,106
"FBtr0309653_df_nrg",0,0,0,0
"FBgn0034387",107,89,380,168
"FBgn0016984",1529,1854,1786,1816
"FBgn0033323",4,0,0,0
"FBgn0050203",465,643,835,731
"FBgn0034075",87,154,104,156
"FBgn0034426",0,0,0,0
"FBgn0265842",0,0,0,0
"FBti0061237",0,1,3,0
"FBgn0278599",0,0,1,0
"FBgn0262824",0,0,0,0
"FBgn0265657",0,0,0,0
"FBgn0033629",1,3,27,7
"FBgn0086604",944,1407,2626,1624
"FBgn0053998",0,0,0,0
"FBti0060981",1,3,1,0
"FBgn0028737",29793,29443,28231,26453
"FBgn0017556",3,0,0,0
"FBti0059807",1,1,0,0
"FBgn0050274",9,6,24,12
"FBgn0263116",205,253,337,264
"FBgn0265365",1,3,0,0
"FBgn0033668",86,122,261,246
"FBgn0058461",0,1,2,1
"FBgn0085243",10,9,9,5
"FBti0061311",4,5,0,1
"FBgn0033708",1,0,1,1
"FBti0063033",0,1,0,0
"FBgn0265053",0,0,0,0
"FBgn0034869",0,1,3,0
"FBgn0053436",0,0,0,0
"FBgn0050269",0,0,0,0
"FBti0018995",0,0,0,0
"FBgn0034925",612,674,772,679
"FBgn0035086",723,1078,924,802
"FBgn0011893",0,1,0,0
"FBgn0262220",0,0,0,0
"FBgn0266048",2,3,12,6
"FBgn0034722",1611,2194,2111,2267
"FBti0018959",0,2,0,0
"FBgn0034328",2,6,4,8
"FBti0063032",0,0,0,0
"FBgn0266640",0,0,0,0
"FBti0063086",1,3,4,2
"FBgn0033770",1,8,2,2
"FBti0059734",0,0,0,0
"FBti0019931",0,0,0,0
"FBgn0265348",1,1,1,1
"FBti0062278",0,0,0,0
"FBti0062618",0,1,0,0
"FBti0063188",0,0,0,0
"FBti0063118",0,2,2,0
"FBgn0034645",2386,2439,2134,1903
"FBgn0033149",3,4,3,7
"FBti0062409",0,0,0,0
"FBgn0263076",60,73,74,58
"FBgn0263572",0,0,5,1
"FBti0063110",0,0,0,0
"FBgn0262567",0,0,0,0
"FBgn0259709",0,0,0,0
"FBti0060422",0,1,3,0
"FBgn0085241",0,0,0,0
"FBgn0265527",0,0,0,0
"FBti0019992",0,0,0,0
"FBgn0050085",1984,2358,2373,2366
"FBgn0010411",46658,45753,33917,32330
"FBgn0034601",7,0,2,0
"FBgn0033043",2,5,7,3
"FBti0063060",5,4,3,4
"FBti0064271",2,6,5,11
"FBgn0085259",0,0,0,0
"FBgn0033122",1594,2122,1710,1822
"FBgn0033739",1563,2380,2574,2179
"RR44380_transposable_element",1,2,0,1
"FBti0063864",0,0,0,0
"FBgn0001123",1933,2560,2829,2647
"FBgn0033600",0,4,2,137
"FBgn0260012",1939,2545,2732,2891
"FBti0018939",0,0,0,0
"FBti0061291",0,0,0,0
"FBti0019888",0,0,0,0
"FBgn0266816",0,0,0,0
"FBgn0050298",0,0,0,0
"FBti0062497",0,0,0,0
"FBti0062529",0,1,0,0
"FBgn0063491",36,9,29,34
"FBgn0034200",18,19,3,18
"FBti0019919",0,0,0,0
"FBti0060345",0,0,0,0
"FBgn0033145",0,0,0,0
"FBgn0265648",6,0,0,0
"FBgn0035014",1,0,0,1
"FBgn0034070",2355,4003,2899,2659
"FBgn0034978",2005,2541,2057,1936
"FBgn0266632",0,0,0,1
"FBgn0033312",1,0,0,0
"FBgn0003256",1057,1393,1232,1475
"FBgn0033911",937,1413,2371,1488
"FBgn0034819",0,0,0,30
"FBgn0033652",409,627,1168,680
"FBgn0050463",631,783,1083,824
"FBgn0033313",16920,27268,17585,20963
"FBgn0035050",396,407,622,394
"FBti0063212",2,9,3,7
"FBgn0033781",884,860,768,808
"FBgn0000426",2118,1880,1879,2003
"FBgn0266488",0,0,0,0
"FBgn0041240",0,0,0,0
"FBgn0050287",3,2,0,0
"FBgn0266628",3,5,2,5
"FBgn0034694",462,649,642,526
"FBgn0013725",960,1280,1747,1558
"FBgn0085256",1,2,1,41
"FBgn0259246",3350,5677,6656,4496
"FBgn0085233",0,0,0,0
"FBgn0052843",516,631,1053,656
"FBgn0053446",0,0,0,0
"FBti0063857",0,0,0,0
"FBgn0034703",343,346,481,466
"FBgn0050506",0,0,0,0
"FBtr0309728_df_nrg",0,0,0,0
"FBgn0034807",0,0,0,0
"FBti0018917",0,2,2,0
"FBgn0050412",0,0,0,0
"FBgn0034497",16,14,77,97
"FBgn0010611",1673,1968,2612,2276
"FBgn0267949",0,0,0,0
"FBgn0004168",443,672,1418,847
"FBgn0033935",461,587,491,529
"FBti0019010",0,0,0,0
"FBgn0033229",1193,1238,1243,1153
"FBgn0035064",428,445,593,525
"FBgn0003892",1286,1890,1701,1802
"FBti0018877",0,0,0,0
"FBti0062402",0,0,0,0
"FBti0063083",1,3,0,2
"FBgn0034008",291,355,258,248
"FBgn0033038",1502,1805,1648,1446
"FBgn0035021",829,1014,960,969
"FBgn0263466",0,2,3,4
"FBgn0267791",13007,15025,11879,12594
"FBgn0033933",1,0,0,0
"FBgn0266489",0,0,0,0
"FBgn0010339",2141,2359,2351,2411
"FBgn0264980",0,0,3,0
"FBgn0086895",1579,1895,1603,1585
"FBgn0033286",27,0,0,1
"FBgn0265191",1104,1443,2203,1868
"RR48356_transposable_element",3,3,5,3
"FBgn0034939",1673,1953,1707,1786
"FBgn0034335",24,15,109,85
"FBti0062342",0,0,0,0
"FBgn0011850",0,0,0,0
"FBgn0067102",863,1103,886,797
"FBti0018981",0,0,0,0
"FBgn0065073",19,19,14,32
"FBgn0265840",0,0,0,0
"FBti0059703",0,0,0,0
"FBgn0085257",169,127,235,198
"FBti0019026",1,1,1,0
"FBgn0065076",0,4,0,0
"FBgn0042180",366,415,582,491
"FBti0060072",1,1,1,0
